,Contact type_x,User_ID,Search_Date,Search Type,Search_On,Results,Execution time (s),Search Origin
3628,Staff,VB1CT172       ,4/23/2020,Multiple,"postdocs / postdocs, lab",82,0.054,BackEnd quick search
3629,Staff,VB1CT172       ,4/23/2020,Multiple,postdocs,521,0.038,FrontEnd quick search
3630,Staff,VB1CT172       ,3/5/2020,Multiple,,182794,0.095,BackEnd quick search
3631,Staff,VB1CT172       ,3/5/2020,Multiple,stanley cohen,1,0.067,BackEnd quick search
3632,Staff,VB1CT172       ,3/5/2020,Multiple,cohen,1205,0.122,BackEnd advanced search
3633,Staff,VB1CT172       ,3/5/2020,Multiple,hnilica / cohen,0,0,BackEnd quick search
3634,Staff,VB1CT172       ,3/5/2020,Multiple,hnilica,8,0.035,FrontEnd quick search
3635,Staff,VB1CT172       ,2/19/2020,Multiple,cryo,58,0.063,FrontEnd quick search
3636,Staff,VB1CT172       ,2/7/2020,Multiple,jack wells,0,0,FrontEnd quick search
3637,Staff,VB1CT172       ,1/30/2020,Multiple,research lab,892,0.037,BackEnd quick search
3638,Staff,VB1CT172       ,1/30/2020,Multiple,,95766,0.048,BackEnd advanced search
3639,Staff,VB1CT172       ,1/30/2020,Multiple,fesik,1,0.023,BackEnd advanced search
3640,Staff,VB1CT172       ,1/30/2020,Multiple,lab / fesik,0,0,BackEnd quick search
3641,Staff,VB1CT172       ,1/30/2020,Multiple,lab / research lab,892,0.07,BackEnd quick search
3642,Staff,VB1CT172       ,1/30/2020,Multiple,lab,2571,0.033,FrontEnd quick search
3643,Staff,VB1CT415       ,6/4/2020,Multiple,Law School,1778,0.06,FrontEnd quick search
3644,Staff,VB1CT415       ,4/27/2020,Multiple,Owen exterior / Owen,0,0.001,BackEnd quick search
3645,Staff,VB1CT415       ,4/27/2020,Multiple,Owen exterior,0,0.001,FrontEnd quick search
3646,Staff,VB1CT415       ,4/16/2020,Multiple,students campus spring,5,0.045,FrontEnd quick search
3647,Staff,VB1CT415       ,4/16/2020,Multiple,students campus spring,5,0.046,FrontEnd quick search
3648,Staff,VB1CT415       ,4/16/2020,Multiple,students campus,2405,0.043,FrontEnd quick search
3649,Staff,VB1CT415       ,3/19/2020,Multiple,volunteer leadership weekend / vlw,0,0,BackEnd quick search
3650,Staff,VB1CT415       ,3/19/2020,Multiple,volunteer leadership weekend / volunteer,0,0.022,BackEnd quick search
3651,Staff,VB1CT415       ,3/19/2020,Multiple,volunteer leadership weekend,0,0.001,FrontEnd quick search
3652,Staff,VB1CT464       ,4/16/2020,Multiple,,395,0.089,BackEnd advanced search
3653,Staff,VB1CT464       ,4/16/2020,Multiple,Commons / student,0,0,BackEnd quick search
3654,Staff,VB1CT464       ,4/16/2020,Multiple,Commons,0,0,BackEnd quick search
3655,Staff,VB1CT464       ,4/16/2020,Multiple,Commons,0,0.001,BackEnd quick search
3656,Staff,VB1CT464       ,4/16/2020,Multiple,Commons,0,0,BackEnd quick search
3657,Staff,VB1CT464       ,4/15/2020,Multiple,crawford house,0,0,BackEnd quick search
3658,Staff,VB1CT464       ,4/15/2020,Multiple,crawford house,0,0,BackEnd quick search
3659,Staff,VB1CT464       ,4/15/2020,Multiple,crawford house,0,0,BackEnd quick search
3660,Staff,VB1CT464       ,4/15/2020,Multiple,crawford house / student,0,0.001,BackEnd quick search
3661,Staff,VB1CT464       ,4/15/2020,Multiple,crawford house / move-in,0,0,BackEnd quick search
3662,Staff,VB1CT464       ,4/15/2020,Multiple,crawford house / Commons,0,0.001,BackEnd quick search
3663,Staff,VB1CT417       ,4/2/2020,Multiple,&quot;The Wondry&quot; / &quot;Wondry&quot;,1,0.036,BackEnd quick search
3664,Staff,VB1CT417       ,4/2/2020,Multiple,&quot;The Wondry&quot;,1,0.04,FrontEnd quick search
3665,Staff,VB1CT417       ,3/19/2020,Multiple,,379,0.035,BackEnd advanced search
3666,Staff,VB1CT417       ,3/19/2020,Multiple,alumni,19,0.039,FrontEnd quick search
3667,Staff,VB1CT477       ,4/23/2020,Multiple,diversity / nashville,8,0.04,BackEnd quick search
3668,Staff,VB1CT477       ,4/23/2020,Multiple,diversity / community,10,0.043,BackEnd quick search
3669,Staff,VB1CT477       ,4/23/2020,Multiple,diversity / rose,1,0.051,BackEnd quick search
3670,Staff,VB1CT477       ,4/23/2020,Multiple,diversity,10,0.073,FrontEnd quick search
3671,Staff,VB1CT477       ,4/23/2020,Multiple,&quot;community service&quot;,1,0.027,FrontEnd quick search
3672,Staff,VB1CT477       ,4/23/2020,Multiple,class,0,0,FrontEnd quick search
3673,Staff,VB1CT477       ,4/23/2020,Multiple,class,22,0.027,FrontEnd quick search
3674,Staff,VB1CT477       ,4/23/2020,Multiple,MLK day,0,0.001,FrontEnd quick search
3675,Staff,VB1CT477       ,4/23/2020,Multiple,volutneer,0,0,FrontEnd quick search
3676,Staff,VB1CT423       ,3/24/2020,Multiple,wilkerson,0,0,FrontEnd quick search
3677,Staff,VB1CT171       ,5/27/2020,Multiple,&quot;Doug Christiansen&quot;,15,0.024,FrontEnd quick search
3678,Staff,VB1CT171       ,5/27/2020,Multiple,&quot;Doug Christiansen&quot;,15,0.028,FrontEnd quick search
3679,Staff,VB1CT171       ,5/27/2020,Multiple,&quot;Doug Christiansen&quot;,15,0.028,FrontEnd quick search
3680,Staff,VB1CT171       ,5/27/2020,Multiple,&quot;Doug Christiansen&quot;,15,0.042,FrontEnd quick search
3681,Staff,VB1CT171       ,5/22/2020,Multiple,&quot;Center for Student Wellbeing&quot;,10,0.041,FrontEnd quick search
3682,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Blair School of Music&quot; / 2019 or 2020 / john russell or joe howell or susan urmy,998,0.054,BackEnd advanced search
3683,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Blair School of Music&quot; / 2019 or 2020 / john russell or joe howell,711,0.067,BackEnd advanced search
3684,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Blair School of Music&quot; / 2019 / john russell or joe howell,580,0.068,BackEnd advanced search
3685,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Blair School of Music&quot; / john russell or joe howell,5706,0.043,BackEnd advanced search
3686,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Blair School of Music&quot; / john russell,3335,0.059,BackEnd advanced search
3687,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Blair School of Music&quot;,13902,0.159,FrontEnd quick search
3688,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Blair School of Music&quot;,13902,0.119,FrontEnd quick search
3689,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;Class of 2020&quot;,186,0.083,FrontEnd quick search
3690,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;commencement ceremony&quot; / 2019 / john russell / &quot;commencement ceremony&quot; blair,26,0.055,BackEnd quick search
3691,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;commencement ceremony&quot; / 2019 / john russell,1339,0.06,BackEnd advanced search
3692,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;commencement ceremony&quot; / john russell,5325,0.076,BackEnd advanced search
3693,Staff,VB1CT171       ,5/6/2020,Multiple,&quot;commencement ceremony&quot;,16143,0.076,FrontEnd quick search
3694,Staff,VB1CT171       ,2/7/2020,Multiple,medical center / Horizontal / medical center and exterior,114,0.06,BackEnd quick search
3695,Staff,VB1CT171       ,2/7/2020,Multiple,medical center / Horizontal / medical center and exteriors,114,0.049,BackEnd quick search
3696,Staff,VB1CT171       ,2/7/2020,Multiple,medical center / Horizontal,1786,0.032,BackEnd advanced search
3697,Staff,VB1CT171       ,2/7/2020,Multiple,medical center,5057,0.045,FrontEnd quick search
3698,Staff,VB1CT171       ,2/7/2020,Multiple,vumc / daniel dubois,107,0.034,BackEnd advanced search
3699,Staff,VB1CT171       ,2/7/2020,Multiple,vumc / daniel dubois,107,0.036,BackEnd advanced search
3700,Staff,VB1CT171       ,2/7/2020,Multiple,vumc,2513,0.128,FrontEnd quick search
3701,Staff,VB1CT171       ,2/5/2020,Multiple,medical center / Horizontal / medical center and exterior,54,0.077,BackEnd quick search
3702,Staff,VB1CT171       ,2/5/2020,Multiple,medical center / Horizontal,1018,0.038,BackEnd advanced search
3703,Staff,VB1CT171       ,2/5/2020,Multiple,medical center,4032,0.077,FrontEnd quick search
3704,Staff,VB1CT136       ,6/4/2020,Multiple,nursing building,3624,0.064,BackEnd quick search
3705,Staff,VB1CT136       ,6/4/2020,Multiple,nursing,7475,0.066,BackEnd quick search
3706,Staff,VB1CT136       ,6/4/2020,Multiple,,199500,0.328,BackEnd advanced search
3707,Staff,VB1CT136       ,6/4/2020,Multiple,mayborn,1042,0.039,BackEnd quick search
3708,Staff,VB1CT136       ,6/4/2020,Multiple,,199509,0.132,BackEnd advanced search
3709,Staff,VB1CT136       ,6/4/2020,Multiple,wond&#39;ry building,1122,0.042,BackEnd quick search
3710,Staff,VB1CT136       ,6/4/2020,Multiple,wond&#39;ry,2007,0.067,BackEnd quick search
3711,Staff,VB1CT136       ,6/4/2020,Multiple,mayborn,1042,0.053,BackEnd quick search
3712,Staff,VB1CT136       ,6/4/2020,Multiple,window,391,0.034,BackEnd advanced search
3713,Staff,VB1CT136       ,6/4/2020,Multiple,window / ★★★★★,19,0.052,BackEnd advanced search
3714,Staff,VB1CT136       ,6/4/2020,Multiple,★★★★★ or ★★★★ / window,20,0.046,BackEnd quick search
3715,Staff,VB1CT136       ,6/4/2020,Multiple,★★★★★ or ★★★★ / peabody building,39,0.055,BackEnd quick search
3716,Staff,VB1CT136       ,6/4/2020,Multiple,★★★★★ or ★★★★,2666,0.093,BackEnd advanced search
3717,Staff,VB1CT136       ,6/4/2020,Multiple,rotunda / ★★★★★ or ★★★★,7,0.029,BackEnd advanced search
3718,Staff,VB1CT136       ,6/4/2020,Multiple,rotunda / ★★★★★,5,0.033,BackEnd advanced search
3719,Staff,VB1CT136       ,6/4/2020,Multiple,rotunda,667,0.053,FrontEnd quick search
3720,Staff,VB1CT136       ,6/4/2020,Multiple,building / ★★★★★★★ or ★★★★★★,71,0.04,BackEnd advanced search
3721,Staff,VB1CT136       ,6/4/2020,Multiple,building / ★★★★★★★,63,0.06,BackEnd advanced search
3722,Staff,VB1CT136       ,6/4/2020,Multiple,building,28507,0.071,BackEnd advanced search
3723,Staff,VB1CT136       ,6/4/2020,Multiple,best / building,8,0.073,BackEnd advanced search
3724,Staff,VB1CT136       ,6/4/2020,Multiple,best / building / ★★★,4,0.036,BackEnd advanced search
3725,Staff,VB1CT136       ,6/4/2020,Multiple,best / building / ★★★★★★ or ★★★,5,0.057,BackEnd advanced search
3726,Staff,VB1CT136       ,6/4/2020,Multiple,best / building / ★★★★★★★ or ★★★★★★ or ★★★,8,0.058,BackEnd advanced search
3727,Staff,VB1CT136       ,6/4/2020,Multiple,best / building / ★★★★★★★ or ★★★★★★,4,0.034,BackEnd advanced search
3728,Staff,VB1CT136       ,6/4/2020,Multiple,best / ★★★★★★★ / building,3,0.052,BackEnd quick search
3729,Staff,VB1CT136       ,6/4/2020,Multiple,best / ★★★★★★★,34,0.04,BackEnd advanced search
3730,Staff,VB1CT136       ,6/4/2020,Multiple,best,194,0.082,FrontEnd quick search
3731,Staff,VB1CT136       ,6/3/2020,Multiple,kirkland window,11,0.056,BackEnd quick search
3732,Staff,VB1CT136       ,6/3/2020,Multiple,buttrick window,11,0.05,BackEnd quick search
3733,Staff,VB1CT136       ,6/3/2020,Multiple,kirkland,5416,0.071,BackEnd quick search
3734,Staff,VB1CT136       ,6/3/2020,Multiple,buttrick,1741,0.06,BackEnd quick search
3735,Staff,VB1CT136       ,6/3/2020,Multiple,window,392,0.042,BackEnd quick search
3736,Staff,VB1CT136       ,6/3/2020,Multiple,prism,59,0.049,BackEnd quick search
3737,Staff,VB1CT136       ,6/3/2020,Multiple,colorful,1500,0.05,BackEnd quick search
3738,Staff,VB1CT136       ,6/3/2020,Multiple,benson hallcolorful,0,0,BackEnd quick search
3739,Staff,VB1CT136       ,6/3/2020,Multiple,benson hall,343,0.388,BackEnd quick search
3740,Staff,VB1CT136       ,6/3/2020,Multiple,calhoun,800,0.067,BackEnd quick search
3741,Staff,VB1CT136       ,6/3/2020,Multiple,wilson hall,1638,0.06,BackEnd quick search
3742,Staff,VB1CT136       ,6/3/2020,Multiple,wilson,2126,0.052,BackEnd quick search
3743,Staff,VB1CT136       ,6/3/2020,Multiple,looking through,21,0.046,BackEnd quick search
3744,Staff,VB1CT136       ,6/3/2020,Multiple,door,270,0.049,BackEnd quick search
3745,Staff,VB1CT136       ,6/3/2020,Multiple,doorway,2,0.063,BackEnd quick search
3746,Staff,VB1CT136       ,6/3/2020,Multiple,campus building detail,170,0.07,BackEnd quick search
3747,Staff,VB1CT136       ,6/3/2020,Multiple,sun rays,0,0,BackEnd quick search
3748,Staff,VB1CT136       ,6/3/2020,Multiple,sunbeam,0,0.001,BackEnd quick search
3749,Staff,VB1CT136       ,6/3/2020,Multiple,interior view,2,0.053,BackEnd quick search
3750,Staff,VB1CT136       ,6/3/2020,Multiple,window,392,0.203,BackEnd quick search
3751,Staff,VB1CT136       ,6/3/2020,Multiple,sunlight,362,0.047,BackEnd quick search
3752,Staff,VB1CT136       ,6/3/2020,Multiple,interior detail,862,0.061,BackEnd quick search
3753,Staff,VB1CT136       ,6/3/2020,Multiple,sunset,607,0.047,BackEnd quick search
3754,Staff,VB1CT136       ,6/3/2020,Multiple,pattern,22,0.05,BackEnd quick search
3755,Staff,VB1CT136       ,6/3/2020,Multiple,study room,1379,0.065,BackEnd quick search
3756,Staff,VB1CT136       ,6/3/2020,Multiple,,199945,0.116,BackEnd advanced search
3757,Staff,VB1CT136       ,6/3/2020,Multiple,library,12421,0.062,FrontEnd quick search
3758,Staff,VB1CT136       ,5/29/2020,Multiple,nurse,7564,0.055,BackEnd quick search
3759,Staff,VB1CT136       ,5/29/2020,Multiple,nursing building,3624,0.055,BackEnd quick search
3760,Staff,VB1CT136       ,5/29/2020,Multiple,nursing,7564,0.048,BackEnd quick search
3761,Staff,VB1CT136       ,5/29/2020,Multiple,,201515,0.135,BackEnd advanced search
3762,Staff,VB1CT136       ,5/29/2020,Multiple,window,389,0.054,FrontEnd quick search
3763,Staff,VB1CT136       ,5/26/2020,Multiple,window,391,0.035,BackEnd quick search
3764,Staff,VB1CT136       ,5/26/2020,Multiple,sunset,607,0.041,BackEnd quick search
3765,Staff,VB1CT136       ,5/26/2020,Multiple,sunbeam,0,0,BackEnd quick search
3766,Staff,VB1CT136       ,5/26/2020,Multiple,study and interior,951,0.041,BackEnd quick search
3767,Staff,VB1CT136       ,5/26/2020,Multiple,study and sun,16,0.039,BackEnd quick search
3768,Staff,VB1CT136       ,5/26/2020,Multiple,commons and interior,270,0.043,BackEnd quick search
3769,Staff,VB1CT136       ,5/26/2020,Multiple,interior,12156,0.057,BackEnd quick search
3770,Staff,VB1CT136       ,5/26/2020,Multiple,commons,12079,0.046,BackEnd quick search
3771,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.134,BackEnd advanced search
3772,Staff,VB1CT136       ,5/26/2020,Multiple,commons,12079,0.045,BackEnd quick search
3773,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.145,BackEnd advanced search
3774,Staff,VB1CT136       ,5/26/2020,Multiple,tower,1152,0.062,BackEnd quick search
3775,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.109,BackEnd advanced search
3776,Staff,VB1CT136       ,5/26/2020,Multiple,reflection,356,0.035,BackEnd quick search
3777,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.243,BackEnd advanced search
3778,Staff,VB1CT136       ,5/26/2020,Multiple,kirkland,5469,0.043,BackEnd quick search
3779,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.154,BackEnd advanced search
3780,Staff,VB1CT136       ,5/26/2020,Multiple,sunshine,155,0.036,BackEnd quick search
3781,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.16,BackEnd advanced search
3782,Staff,VB1CT136       ,5/26/2020,Multiple,sunlight,362,0.038,BackEnd quick search
3783,Staff,VB1CT136       ,5/26/2020,Multiple,streaming,117,0.042,BackEnd quick search
3784,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.143,BackEnd advanced search
3785,Staff,VB1CT136       ,5/26/2020,Multiple,study,17407,0.056,BackEnd quick search
3786,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.157,BackEnd advanced search
3787,Staff,VB1CT136       ,5/26/2020,Multiple,window,391,0.033,BackEnd quick search
3788,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.156,BackEnd advanced search
3789,Staff,VB1CT136       ,5/26/2020,Multiple,glass,415,0.054,BackEnd quick search
3790,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.157,BackEnd advanced search
3791,Staff,VB1CT136       ,5/26/2020,Multiple,sunlight,362,0.034,BackEnd quick search
3792,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.124,BackEnd advanced search
3793,Staff,VB1CT136       ,5/26/2020,Multiple,view,2964,0.041,BackEnd quick search
3794,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.155,BackEnd advanced search
3795,Staff,VB1CT136       ,5/26/2020,Multiple,steps,317,0.056,BackEnd quick search
3796,Staff,VB1CT136       ,5/26/2020,Multiple,stairway,0,0.001,BackEnd quick search
3797,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.1,BackEnd advanced search
3798,Staff,VB1CT136       ,5/26/2020,Multiple,stairs,115,0.039,BackEnd quick search
3799,Staff,VB1CT136       ,5/26/2020,Multiple,,201794,0.144,BackEnd advanced search
3800,Staff,VB1CT136       ,5/26/2020,Multiple,window,391,0.081,FrontEnd quick search
3801,Staff,VB1CT136       ,5/19/2020,Multiple,alumni and hall and building and exterior,70,0.081,BackEnd quick search
3802,Staff,VB1CT136       ,5/19/2020,Multiple,,202296,0.136,BackEnd advanced search
3803,Staff,VB1CT136       ,5/19/2020,Multiple,building exterior alumni,816,0.055,BackEnd quick search
3804,Staff,VB1CT136       ,5/19/2020,Multiple,,202070,0.206,BackEnd advanced search
3805,Staff,VB1CT136       ,5/19/2020,Multiple,alumni and hall and exterior,556,0.087,BackEnd quick search
3806,Staff,VB1CT136       ,5/19/2020,Multiple,,202110,0.115,BackEnd advanced search
3807,Staff,VB1CT136       ,5/19/2020,Multiple,alumni and hall and building,709,0.155,BackEnd quick search
3808,Staff,VB1CT136       ,5/19/2020,Multiple,,202116,0.33,BackEnd advanced search
3809,Staff,VB1CT136       ,5/19/2020,Multiple,Alumni Hall,11892,0.068,FrontEnd quick search
3810,Staff,VB1CT136       ,5/15/2020,Multiple,VUSN,221,0.044,BackEnd quick search
3811,Staff,VB1CT136       ,5/15/2020,Multiple,,204351,0.112,BackEnd advanced search
3812,Staff,VB1CT136       ,5/15/2020,Multiple,nursing,7629,0.156,FrontEnd quick search
3813,Staff,VB1CT136       ,5/15/2020,Multiple,nursing / Barney Frank,0,0,BackEnd advanced search
3814,Staff,VB1CT136       ,5/15/2020,Multiple,,204821,0.162,BackEnd advanced search
3815,Staff,VB1CT136       ,5/15/2020,Multiple,mask,1,0.031,BackEnd quick search
3816,Staff,VB1CT136       ,5/15/2020,Multiple,,204821,0.213,BackEnd advanced search
3817,Staff,VB1CT136       ,5/15/2020,Multiple,nursing,7651,0.059,BackEnd quick search
3818,Staff,VB1CT136       ,5/15/2020,Multiple,pandemic,41,0.038,BackEnd quick search
3819,Staff,VB1CT136       ,5/15/2020,Multiple,,204821,0.148,BackEnd advanced search
3820,Staff,VB1CT136       ,5/15/2020,Multiple,nurse,7651,0.076,BackEnd quick search
3821,Staff,VB1CT136       ,5/15/2020,Multiple,,204845,0.151,BackEnd advanced search
3822,Staff,VB1CT136       ,5/15/2020,Multiple,nurse practice,6,0.043,BackEnd advanced search
3823,Staff,VB1CT136       ,5/15/2020,Multiple,nursing student / nurse practice,0,0.001,BackEnd quick search
3824,Staff,VB1CT136       ,5/15/2020,Multiple,nursing student,6018,0.066,FrontEnd quick search
3825,Staff,VB1CT136       ,5/14/2020,Multiple,endowed chair,2250,0.05,FrontEnd quick search
3826,Staff,VB1CT136       ,5/14/2020,Multiple,endowed chair,2250,0.055,BackEnd quick search
3827,Staff,VB1CT136       ,5/14/2020,Multiple,,206871,0.14,BackEnd advanced search
3828,Staff,VB1CT136       ,5/14/2020,Multiple,residential construction,25,0.046,BackEnd quick search
3829,Staff,VB1CT136       ,5/14/2020,Multiple,construction,920,0.05,BackEnd quick search
3830,Staff,VB1CT136       ,5/14/2020,Multiple,,206871,0.151,BackEnd advanced search
3831,Staff,VB1CT136       ,5/14/2020,Multiple,residence hall consruction,0,0.003,FrontEnd quick search
3832,Staff,VB1CT136       ,5/7/2020,Multiple,ventilator,21,0.073,FrontEnd quick search
3833,Staff,VB1CT136       ,5/5/2020,Multiple,Mr. C or Mr Commodore,76,0.61,BackEnd advanced search
3834,Staff,VB1CT136       ,5/5/2020,Multiple,commodore / Mr. C or Mr Commodore,39,0.225,BackEnd advanced search
3835,Staff,VB1CT136       ,5/5/2020,Multiple,commodore / commodore mascot / Mr. C or Mr Commodore,18,0.219,BackEnd advanced search
3836,Staff,VB1CT136       ,5/5/2020,Multiple,commodore / commodore mascot / Mr. C,18,0.556,BackEnd advanced search
3837,Staff,VB1CT136       ,5/5/2020,Multiple,commodore / commodore mascot,24,0.269,BackEnd quick search
3838,Staff,VB1CT136       ,5/5/2020,Multiple,commodore,1747,0.985,FrontEnd quick search
3839,Staff,VB1CT136       ,5/5/2020,Multiple,Kirkland / Kirkland and building,582,0.719,BackEnd quick search
3840,Staff,VB1CT136       ,5/5/2020,Multiple,Kirkland,4913,1.072,FrontEnd quick search
3841,Staff,VB1CT136       ,5/5/2020,Multiple,Kirkland,4913,0.6,FrontEnd quick search
3842,Staff,VB1CT136       ,4/27/2020,Multiple,kirkland / tower,334,0.046,BackEnd quick search
3843,Staff,VB1CT136       ,4/27/2020,Multiple,kirkland,5425,0.066,FrontEnd quick search
3844,Staff,VB1CT136       ,4/23/2020,Multiple,sunrise,158,0.147,BackEnd advanced search
3845,Staff,VB1CT136       ,4/23/2020,Multiple,BEST / sunrise,0,0.002,BackEnd quick search
3846,Staff,VB1CT136       ,4/23/2020,Multiple,BEST,194,0.082,FrontEnd quick search
3847,Staff,VB1CT136       ,4/23/2020,Multiple,sunshine,155,0.05,BackEnd quick search
3848,Staff,VB1CT136       ,4/23/2020,Multiple,,214501,0.127,BackEnd advanced search
3849,Staff,VB1CT136       ,4/23/2020,Multiple,sun shine,0,0,FrontEnd quick search
3850,Staff,VB1CT136       ,4/21/2020,Multiple,student,121618,0.12,BackEnd quick search
3851,Staff,VB1CT136       ,4/21/2020,Multiple,,216426,0.103,BackEnd advanced search
3852,Staff,VB1CT136       ,4/21/2020,Multiple,student,121618,0.24,BackEnd quick search
3853,Staff,VB1CT136       ,4/21/2020,Multiple,online,810,0.073,BackEnd quick search
3854,Staff,VB1CT136       ,4/21/2020,Multiple,,216426,0.256,BackEnd advanced search
3855,Staff,VB1CT136       ,4/21/2020,Multiple,remote,46,0.104,FrontEnd quick search
3856,Staff,VB1CT136       ,4/15/2020,Multiple,lab,13598,0.055,BackEnd quick search
3857,Staff,VB1CT136       ,4/15/2020,Multiple,,216852,0.134,BackEnd quick search
3858,Staff,VB1CT136       ,4/15/2020,Multiple,covid,272,0.041,BackEnd quick search
3859,Staff,VB1CT136       ,4/15/2020,Multiple,,216860,0.184,BackEnd advanced search
3860,Staff,VB1CT136       ,4/15/2020,Multiple,research,12646,0.073,BackEnd advanced search
3861,Staff,VB1CT136       ,4/15/2020,Multiple,research / lab,6651,0.074,BackEnd quick search
3862,Staff,VB1CT136       ,4/15/2020,Multiple,research / covid,7,0.043,BackEnd quick search
3863,Staff,VB1CT136       ,4/15/2020,Multiple,research,12646,0.049,FrontEnd quick search
3864,Staff,VB1CT136       ,4/10/2020,Multiple,sunshine,155,0.167,BackEnd quick search
3865,Staff,VB1CT136       ,4/10/2020,Multiple,flair,0,0,BackEnd quick search
3866,Staff,VB1CT136       ,4/10/2020,Multiple,kirkland sun,28,0.056,BackEnd quick search
3867,Staff,VB1CT136       ,4/10/2020,Multiple,kirkland sky,96,0.067,BackEnd quick search
3868,Staff,VB1CT136       ,4/10/2020,Multiple,blue sky,142,0.067,BackEnd quick search
3869,Staff,VB1CT136       ,4/10/2020,Multiple,sunrise,157,0.057,BackEnd quick search
3870,Staff,VB1CT136       ,4/10/2020,Multiple,cornelius,62,0.071,BackEnd quick search
3871,Staff,VB1CT136       ,4/10/2020,Multiple,statue,72,0.039,BackEnd quick search
3872,Staff,VB1CT136       ,4/10/2020,Multiple,spring peabody,115,0.073,BackEnd quick search
3873,Staff,VB1CT136       ,4/10/2020,Multiple,wyatt building,195,0.064,BackEnd quick search
3874,Staff,VB1CT136       ,4/10/2020,Multiple,wyatt,3887,0.083,BackEnd quick search
3875,Staff,VB1CT136       ,4/10/2020,Multiple,kirkland detail,65,0.088,BackEnd quick search
3876,Staff,VB1CT136       ,4/10/2020,Multiple,spring flower,998,0.044,BackEnd quick search
3877,Staff,VB1CT136       ,4/10/2020,Multiple,,217976,0.118,BackEnd advanced search
3878,Staff,VB1CT136       ,4/10/2020,Multiple,★★★★★★★,243,0.036,BackEnd advanced search
3879,Staff,VB1CT136       ,4/10/2020,Multiple,,217976,0.11,BackEnd advanced search
3880,Staff,VB1CT136       ,4/10/2020,Multiple,best,193,0.123,BackEnd quick search
3881,Staff,VB1CT136       ,4/10/2020,Multiple,,217976,0.115,BackEnd advanced search
3882,Staff,VB1CT136       ,4/10/2020,Multiple,spring campus,4195,0.097,BackEnd quick search
3883,Staff,VB1CT136       ,4/10/2020,Multiple,,217976,0.127,BackEnd advanced search
3884,Staff,VB1CT136       ,4/10/2020,Multiple,statue,72,0.067,BackEnd quick search
3885,Staff,VB1CT136       ,4/10/2020,Multiple,,217976,0.144,BackEnd advanced search
3886,Staff,VB1CT136       ,4/10/2020,Multiple,spring statue,8,0.087,FrontEnd quick search
3887,Staff,VB1CT136       ,4/8/2020,Multiple,,218260,0.241,BackEnd advanced search
3888,Staff,VB1CT136       ,4/8/2020,Multiple,graduate classroom,127,0.171,BackEnd quick search
3889,Staff,VB1CT136       ,4/8/2020,Multiple,spring buildings,576,0.14,BackEnd quick search
3890,Staff,VB1CT136       ,4/8/2020,Multiple,spring,6188,0.062,BackEnd quick search
3891,Staff,VB1CT136       ,4/8/2020,Multiple,buildings on campus,1246,0.143,BackEnd quick search
3892,Staff,VB1CT136       ,4/8/2020,Multiple,,218260,0.169,BackEnd advanced search
3893,Staff,VB1CT136       ,4/8/2020,Multiple,students in spring,2099,0.26,BackEnd quick search
3894,Staff,VB1CT136       ,4/8/2020,Multiple,,218260,0.283,BackEnd advanced search
3895,Staff,VB1CT136       ,4/8/2020,Multiple,&quot;Spring Campus 2018&quot;,84,0.096,BackEnd quick search
3896,Staff,VB1CT136       ,4/8/2020,Multiple,students on campus,5249,0.508,BackEnd advanced search
3897,Staff,VB1CT136       ,4/8/2020,Multiple,spring,6188,0.086,BackEnd quick search
3898,Staff,VB1CT136       ,4/8/2020,Multiple,students on campus,5249,0.078,BackEnd quick search
3899,Staff,VB1CT136       ,4/8/2020,Multiple,,218260,0.163,BackEnd advanced search
3900,Staff,VB1CT136       ,4/8/2020,Multiple,&quot;Graduate school&quot; / students on campus,26,0.123,BackEnd quick search
3901,Staff,VB1CT136       ,4/8/2020,Multiple,&quot;Graduate school&quot;,2280,0.027,FrontEnd quick search
3902,Staff,VB1CT136       ,4/8/2020,Multiple,&quot;Graduate school&quot;,2280,0.099,FrontEnd quick search
